customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-05832,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,Two year,No,Electronic check,19.52,125.67,No
CUST-05833,Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,69.33,5004.74,No
CUST-05834,Female,0,No,Yes,27,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,No,Electronic check,70.13,1907.34,No
CUST-05835,Male,0,No,No,65,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,No,One year,No,Credit card (automatic),44.58,2911.73,Yes
CUST-05836,Male,0,Yes,No,70,Yes,No,No,Yes,No,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,84.97,5956.34,No
CUST-05837,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),113.44,5204.45,Yes
CUST-05838,Male,0,No,No,9,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,One year,No,Electronic check,63.47,555.85,Yes
CUST-05839,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),93.69,2986.88,No
CUST-05840,Female,0,Yes,No,6,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,83.25,489.98,No
CUST-05841,Male,0,No,Yes,2,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,65.77,118.54,Yes
CUST-05842,Female,1,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,23.03,292.55,No
CUST-05843,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.92,4003.26,No
CUST-05844,Female,0,Yes,Yes,45,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),54.69,2467.56,No
CUST-05845,Male,0,Yes,No,60,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.67,2443.16,No
CUST-05846,Male,0,Yes,No,35,Yes,No,No,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),113.78,3980.15,Yes
CUST-05847,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),96.12,1152.76,No
CUST-05848,Male,0,Yes,No,15,No,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,115.19,1730.86,No
CUST-05849,Female,0,No,No,4,No,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,43.88,170.79,No
CUST-05850,Male,0,Yes,No,37,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.42,3799.31,No
CUST-05851,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),79.38,3876.47,No
CUST-05852,Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),117.13,4326.04,No
CUST-05853,Male,0,No,No,55,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,113.58,6237.64,No
CUST-05854,Male,0,No,No,62,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,116.27,7213.32,No
CUST-05855,Male,1,No,No,47,No,No,No,No internet service,No,No,No,Yes,Yes,One year,Yes,Mailed check,114.13,5352.11,Yes
CUST-05856,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,18.77,1079.49,No
CUST-05857,Female,0,No,No,43,Yes,No,No,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),92.85,3996.79,No
CUST-05858,Female,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,45.47,2446.69,No
CUST-05859,Female,0,No,Yes,54,Yes,No,DSL,Yes,No,No,No internet service,No,No,One year,Yes,Credit card (automatic),89.21,4825.72,No
CUST-05860,Female,0,Yes,No,0,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),117.04, ,No
CUST-05861,Male,0,Yes,No,7,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.98,148.48,Yes
CUST-05862,Female,1,Yes,Yes,3,Yes,No,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,75.27,227.09,No
CUST-05863,Female,0,No,No,52,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,92.23,4816.55,No
CUST-05864,Male,0,No,No,57,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,43.59,2493.35,No
CUST-05865,Female,0,No,No,36,Yes,Yes,No,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,40.74,1471.58,No
CUST-05866,Male,0,No,Yes,48,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),24.09,1171.84,No
CUST-05867,Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),27.49,1804.7,Yes
CUST-05868,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.33,1530.5,No
CUST-05869,Male,0,Yes,No,0,Yes,Yes,DSL,No,No,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),69.03, ,No
CUST-05870,Male,1,No,No,28,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,21.04,603.69,No
CUST-05871,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,115.94,3704.86,No
CUST-05872,Male,0,No,Yes,51,Yes,Yes,No,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),84.26,4311.18,No
CUST-05873,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,70.06,2784.98,No
CUST-05874,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.55,998.34,No
CUST-05875,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,84.47,340.61,No
CUST-05876,Male,0,Yes,No,70,Yes,No,No,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),54.78,3841.17,No
CUST-05877,Male,0,No,No,56,Yes,No,No,No,No,No internet service,No,No,Yes,One year,No,Electronic check,88.95,4960.27,No
CUST-05878,Male,0,Yes,Yes,5,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.94,422.24,No
CUST-05879,Male,0,Yes,Yes,48,Yes,No,No,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),27.37,1302.92,No
CUST-05880,Female,0,Yes,No,21,Yes,No,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),109.84,2297.28,No
CUST-05881,Male,0,Yes,No,3,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,67.18,194.04,No
CUST-05882,Male,0,No,Yes,71,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,57.69,4097.64,No
CUST-05883,Female,0,No,No,63,No,No,DSL,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Mailed check,114.5,7228.26,No
CUST-05884,Female,0,Yes,Yes,36,No,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.26,2237.61,No
CUST-05885,Male,1,No,Yes,30,No,Yes,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,90.84,2740.66,No
CUST-05886,Male,0,No,No,36,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,84.17,3030.97,No
CUST-05887,Male,0,No,Yes,44,Yes,Yes,No,Yes,Yes,No internet service,Yes,No,No,Two year,Yes,Electronic check,34.68,1523.78,No
CUST-05888,Male,0,Yes,No,7,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),118.11,837.22,No
CUST-05889,Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),64.82,2526.42,No
CUST-05890,Female,0,No,No,4,No,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),57.87,223.66,No
CUST-05891,Female,0,No,No,27,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No,One year,No,Electronic check,110.88,3007.02,No
CUST-05892,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),71.45,571.22,Yes
CUST-05893,Female,1,Yes,No,1,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.21,107.12,No
CUST-05894,Male,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,103.47,6411.59,No
CUST-05895,Female,0,No,No,50,Yes,No phone service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),41.78,2075.69,No
CUST-05896,Male,1,No,Yes,30,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Two year,No,Mailed check,35.12,1045.91,No
CUST-05897,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),24.92,142.81,Yes
CUST-05898,Female,0,Yes,No,29,Yes,No,DSL,No,No,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),108.61,3148.73,No
CUST-05899,Male,0,No,Yes,57,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),38.24,2171.74,No
CUST-05900,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,49.08,85.63,No
CUST-05901,Male,0,Yes,No,50,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,46.87,2340.27,No
CUST-05902,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.76,2682.71,No
CUST-05903,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),85.47,6157.96,No
CUST-05904,Male,1,Yes,No,9,Yes,No,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),114.37,1029.16,No
CUST-05905,Female,0,Yes,No,60,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,51.27,3089.86,No
CUST-05906,Female,0,Yes,No,49,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),59.17,2899.94,No
CUST-05907,Female,0,Yes,No,46,Yes,No,No,No internet service,No,No,Yes,No,No,One year,No,Electronic check,95.89,4389.1,No
CUST-05908,Female,0,Yes,No,0,Yes,No,No,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.67, ,No
CUST-05909,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),111.53,6245.75,No
CUST-05910,Female,0,Yes,No,37,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.83,2554.06,No
CUST-05911,Female,0,Yes,No,61,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Two year,Yes,Electronic check,53.12,3229.13,No
CUST-05912,Female,1,No,No,69,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,One year,No,Bank transfer (automatic),116.13,8023.58,No
CUST-05913,Male,0,No,No,64,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),61.0,3906.67,No
CUST-05914,Female,0,Yes,Yes,61,No,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),41.35,2523.71,No
CUST-05915,Female,1,No,No,55,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.95,1986.63,Yes
CUST-05916,Male,0,No,No,66,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,Two year,Yes,Mailed check,118.51,7833.26,No
CUST-05917,Male,0,No,No,16,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,One year,Yes,Mailed check,94.05,1515.42,No
CUST-05918,Female,1,Yes,Yes,7,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,59.27,391.44,Yes
CUST-05919,Male,0,No,No,59,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),101.46,5971.92,No
CUST-05920,Male,0,No,No,39,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,73.23,2851.57,No
CUST-05921,Male,0,No,Yes,61,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),50.06,3041.77,No
CUST-05922,Male,0,No,No,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.08,3716.25,No
CUST-05923,Female,0,Yes,No,11,Yes,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,93.34,1026.23,No
CUST-05924,Male,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.52,3626.86,No
CUST-05925,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),22.56,225.36,Yes
CUST-05926,Male,0,No,No,59,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.78,1534.62,No
CUST-05927,Male,1,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,97.66,6561.03,No
CUST-05928,Male,0,No,Yes,45,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),101.17,4556.38,No
CUST-05929,Male,0,Yes,Yes,37,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),86.51,3214.22,No
CUST-05930,Male,1,Yes,No,60,Yes,No,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),102.75,6161.01,No
CUST-05931,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.67,1444.47,Yes
CUST-05932,Male,0,No,Yes,65,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,108.59,7057.6,No
CUST-05933,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Two year,No,Electronic check,33.19,2353.37,No
CUST-05934,Male,1,Yes,No,35,Yes,No,No,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,57.16,2007.36,Yes
CUST-05935,Female,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,64.88,389.42,No
CUST-05936,Female,1,No,Yes,15,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Credit card (automatic),48.06,735.99,No
CUST-05937,Female,0,No,Yes,13,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),91.26,1187.58,Yes
CUST-05938,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),110.16,2636.77,Yes
CUST-05939,Male,0,No,Yes,3,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,59.66,174.25,No
CUST-05940,Male,1,No,No,28,Yes,No,No,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,113.1,3160.86,No
CUST-05941,Female,0,No,No,55,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,70.19,3867.76,Yes
CUST-05942,Male,0,Yes,No,5,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.77,352.8,No
CUST-05943,Female,0,No,No,0,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),78.62, ,No
CUST-05944,Female,0,No,Yes,38,Yes,No,No,No internet service,No,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),45.1,1717.98,No
CUST-05945,Male,0,Yes,No,0,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,56.72, ,No
CUST-05946,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),73.88,4591.14,No
CUST-05947,Male,0,No,No,56,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),113.14,6339.2,No
CUST-05948,Female,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,82.91,5462.47,No
CUST-05949,Male,0,Yes,No,64,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),51.64,3300.1,No
CUST-05950,Male,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),19.06,1214.97,No
CUST-05951,Male,0,Yes,No,20,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),117.15,2335.72,Yes
CUST-05952,Male,0,Yes,No,29,Yes,No phone service,No,No internet service,No,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),67.79,1976.29,No
CUST-05953,Male,1,No,Yes,32,No,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),112.79,3607.8,No
CUST-05954,Female,0,Yes,No,47,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.48,3455.34,No
CUST-05955,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No,No,No,Yes,One year,No,Electronic check,79.15,1665.49,No
CUST-05956,Male,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,89.9,4766.79,No
CUST-05957,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),50.42,154.36,Yes
CUST-05958,Female,0,No,No,54,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),88.6,4808.48,No
CUST-05959,Male,1,No,Yes,43,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),71.21,3068.79,No
CUST-05960,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.92,935.91,Yes
CUST-05961,Male,0,No,No,51,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),102.42,5226.58,No
CUST-05962,Male,1,Yes,No,64,Yes,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),36.61,2344.1,Yes
CUST-05963,Male,0,Yes,Yes,64,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No,One year,Yes,Bank transfer (automatic),79.97,5104.19,No
CUST-05964,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.26,185.5,Yes
CUST-05965,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Two year,No,Mailed check,28.31,482.69,No
CUST-05966,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Two year,Yes,Mailed check,86.13,3959.18,No
CUST-05967,Male,0,No,Yes,65,No,No,DSL,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.16,1623.91,No
CUST-05968,Male,0,Yes,Yes,48,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),78.13,3744.83,No
CUST-05969,Male,0,No,No,71,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),40.22,2853.03,No
CUST-05970,Male,0,No,Yes,21,Yes,No,DSL,No,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),48.71,1017.08,No
CUST-05971,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,31.09,779.97,No
CUST-05972,Female,0,Yes,No,8,Yes,No,DSL,No,No,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,43.12,346.71,No
CUST-05973,Male,0,Yes,No,20,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),100.95,2026.99,No
CUST-05974,Male,0,Yes,No,62,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,82.53,5128.43,No
CUST-05975,Male,0,No,Yes,5,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,113.93,576.09,No
CUST-05976,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,22.92,291.14,No
CUST-05977,Female,0,Yes,No,32,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,98.03,3138.64,No
CUST-05978,Male,0,No,Yes,70,Yes,Yes,No,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,88.61,6186.65,No
CUST-05979,Male,1,No,No,23,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),44.35,1015.3,No
CUST-05980,Female,0,Yes,Yes,72,Yes,Yes,No,Yes,No,Yes,No,No,No internet service,One year,Yes,Mailed check,91.65,6573.4,No
CUST-05981,Male,0,Yes,Yes,50,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),90.37,4514.97,Yes
CUST-05982,Male,0,No,Yes,1,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No,Two year,No,Mailed check,64.39,59.04,No
CUST-05983,Male,0,No,No,14,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,87.55,1232.61,Yes
CUST-05984,Male,0,Yes,Yes,34,Yes,No,No,No,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),62.9,2128.93,Yes
CUST-05985,Female,1,Yes,No,35,Yes,No,DSL,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.89,1817.86,No
CUST-05986,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,One year,Yes,Mailed check,65.12,2470.78,No
CUST-05987,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,108.41,320.98,No
CUST-05988,Male,0,Yes,No,63,No,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,One year,No,Credit card (automatic),56.84,3573.23,No
CUST-05989,Female,0,No,Yes,5,Yes,No,No,Yes,Yes,No,No,No internet service,No,Two year,Yes,Credit card (automatic),58.77,296.85,No
CUST-05990,Male,0,No,No,56,No,Yes,No,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),79.45,4447.59,Yes
CUST-05991,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,94.05,2717.88,No
CUST-05992,Female,0,No,Yes,66,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.2,6086.52,No
CUST-05993,Male,0,No,No,14,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,283.06,No
CUST-05994,Female,1,No,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.43,1414.16,No
CUST-05995,Female,0,No,Yes,17,Yes,No,No,No internet service,No,No,No,No,No,One year,Yes,Mailed check,63.51,1073.86,No
CUST-05996,Male,0,No,No,18,No,No,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),70.93,1272.86,No
CUST-05997,Male,0,Yes,No,68,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),74.73,5068.73,Yes
CUST-05998,Female,0,Yes,No,23,Yes,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,91.9,2109.22,Yes
CUST-05999,Female,0,No,No,47,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,101.96,4781.52,Yes
CUST-06000,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,One year,No,Mailed check,83.27,2425.87,No
CUST-06001,Male,0,No,No,14,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),74.95,1054.44,No
CUST-06002,Male,0,No,Yes,46,Yes,Yes,No,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,55.75,2553.73,No
CUST-06003,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,One year,No,Electronic check,31.93,1363.22,No
CUST-06004,Female,0,No,Yes,26,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,114.82,2979.8,No
CUST-06005,Male,0,Yes,No,63,Yes,No phone service,No,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),64.65,4085.93,No
CUST-06006,Female,0,No,Yes,40,No,No,DSL,No,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,75.19,3001.5,No
