gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,TotalCharges,avg_monthly_spend,has_support,actual_churn,churn_probability,churn_predicted
1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,3,69,52.62,3650.52,52.90608695652174,0,0,0.2176139138567482,0
1,0,0,0,1,0,1,0,2,2,1,2,2,0,0,0,57,74.03,4201.5,73.71052631578948,1,0,0.2171387770351703,0
1,0,1,0,1,2,0,0,2,1,0,2,2,0,1,0,51,79.86,4078.86,79.97764705882354,1,0,0.21659212657886523,0
0,0,1,0,1,0,2,1,0,2,0,2,2,0,0,1,61,85.12,5198.55,85.22213114754099,0,0,0.2160783997851851,0
0,0,1,0,1,0,0,1,1,1,0,1,2,0,0,2,65,83.31,5421.19,83.40292307692307,0,1,0.2158225464963034,0
1,0,0,1,1,0,0,2,2,1,2,0,0,0,1,1,58,54.0,3122.68,53.83931034482758,3,0,0.21541937097241934,0
0,0,0,0,1,2,2,0,0,0,0,1,1,0,0,1,60,46.84,2820.58,47.00966666666667,0,0,0.21429477017302548,0
0,0,1,0,1,1,2,2,1,2,2,2,2,0,1,0,65,87.68,5687.88,87.50584615384615,2,0,0.21396226316548173,0
0,0,1,0,1,2,2,0,2,0,0,0,1,0,1,3,56,30.45,1720.54,30.72392857142857,1,0,0.21357783814068604,0
1,0,0,0,1,2,2,1,2,0,0,1,1,0,1,3,62,68.04,4221.35,68.08629032258065,1,0,0.2134154444776486,0
1,0,1,1,1,2,1,1,0,1,1,1,1,0,0,0,52,117.21,6102.64,117.35846153846154,0,0,0.2133543179139496,0
0,0,1,0,1,0,1,1,2,2,0,2,1,0,1,1,58,112.54,6523.9,112.48103448275862,1,1,0.2129966844430363,0
0,0,1,0,1,0,1,0,0,0,0,1,2,0,0,2,63,56.63,3573.42,56.72095238095238,0,1,0.21170299573126833,0
0,0,1,0,1,1,0,0,0,2,1,1,2,0,1,0,68,74.57,5077.1,74.66323529411765,0,0,0.21145743576868165,0
0,0,1,0,1,2,0,1,2,0,0,0,1,0,1,1,61,22.02,1321.46,21.663278688524592,1,0,0.21137987968465452,0
0,1,1,0,1,0,1,2,0,2,0,1,1,0,0,0,62,93.47,5799.23,93.53596774193548,1,0,0.21114542482141735,0
0,0,1,0,0,2,2,0,0,1,1,2,1,0,0,0,56,109.63,6153.03,109.8755357142857,0,0,0.2110405501818668,0
0,0,0,1,1,0,2,2,0,1,2,0,0,0,0,0,59,74.77,4401.51,74.60186440677967,2,1,0.21092849674988326,0
0,1,0,0,1,2,0,0,2,0,0,2,0,0,1,3,66,43.64,2867.17,43.4419696969697,1,1,0.20929932777375757,0
0,0,1,1,1,2,1,0,0,0,0,2,1,0,0,2,52,71.42,3709.44,71.33538461538461,0,0,0.20860859205823565,0
0,0,0,0,1,0,2,0,0,1,0,2,0,0,1,0,64,113.53,7269.57,113.58703125,0,1,0.20816530520983068,0
1,0,1,0,1,0,0,0,2,0,1,2,2,0,0,3,63,40.31,2536.91,40.268412698412696,1,0,0.20814550402148194,0
1,1,0,0,1,2,1,0,0,2,1,2,2,0,0,0,67,90.83,6072.55,90.63507462686567,0,0,0.20769112980488266,0
1,0,1,0,1,0,0,0,2,0,1,2,0,0,1,3,65,30.28,1964.12,30.217230769230767,1,1,0.20763286655162635,0
0,0,1,0,1,2,1,2,1,2,1,2,2,0,0,1,64,112.21,7181.29,112.20765625,1,0,0.20711074396262952,0
1,0,1,0,1,0,2,0,1,1,1,1,2,0,1,3,71,42.02,2993.56,42.16281690140845,0,0,0.20657635765724006,0
1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,3,71,79.17,5623.32,79.20169014084506,1,0,0.20633440385827892,0
0,1,1,1,1,2,2,0,0,1,0,0,1,0,0,3,53,117.33,6240.65,117.74811320754716,0,0,0.20613881876950496,0
0,0,0,1,1,0,2,1,0,0,2,0,0,0,1,0,67,93.86,6286.87,93.83388059701493,1,1,0.20490208123950826,0
1,0,1,0,1,0,2,1,0,0,0,0,0,0,0,3,64,65.41,4175.15,65.23671875,0,0,0.204852290947318,0
0,0,0,0,1,2,0,0,0,2,0,1,0,0,0,3,66,58.39,3851.79,58.360454545454544,0,0,0.20483565151434582,0
1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,0,58,115.25,6680.63,115.18327586206897,0,0,0.20482446186781894,0
1,0,0,1,1,2,1,1,0,2,1,1,1,0,0,2,63,117.55,7393.46,117.35650793650794,0,0,0.20371446675099544,0
1,0,1,0,1,2,1,0,2,1,1,0,2,0,0,0,52,116.79,6072.78,116.78423076923076,1,0,0.2035888264120443,0
1,0,0,0,1,2,0,2,2,0,2,2,2,0,1,1,71,19.29,1357.13,19.11450704225352,3,0,0.20251971767045496,0
0,0,1,0,1,2,0,2,2,1,0,0,2,0,0,2,60,42.87,2581.73,43.02883333333333,2,0,0.20154760806525107,0
0,0,0,0,1,0,0,0,2,1,2,0,2,0,0,2,68,73.02,4976.22,73.17970588235295,2,0,0.2013482018825225,0
1,0,0,1,1,0,1,0,2,2,2,0,2,0,1,3,63,81.28,5124.35,81.33888888888889,2,1,0.20118576852997638,0
1,0,1,1,1,0,1,0,0,1,0,2,0,0,1,3,58,118.62,6870.06,118.4493103448276,0,0,0.20096062995907932,0
0,0,1,0,1,0,1,0,1,0,2,2,2,0,0,2,69,75.83,5236.01,75.88420289855073,1,1,0.20078134709049744,0
0,0,0,1,1,0,1,0,0,2,2,1,0,0,0,3,64,114.82,7360.28,115.004375,1,1,0.2002530053847175,0
1,0,1,0,1,2,1,2,2,2,0,2,0,0,1,1,55,96.12,5294.43,96.26236363636365,2,1,0.2000075249835036,0
0,0,0,0,1,2,1,0,2,0,2,2,0,0,1,2,67,55.18,3689.29,55.064029850746266,2,1,0.19967489991326717,0
1,0,0,1,1,1,0,2,1,0,1,2,2,0,0,3,70,93.72,6565.38,93.79114285714286,1,0,0.19958579158340567,0
1,0,0,0,1,0,1,0,1,2,2,2,0,0,0,2,70,22.53,1567.62,22.394571428571428,1,0,0.19864721996873677,0
0,1,0,1,1,1,1,2,2,2,2,2,0,0,1,0,62,99.35,6151.34,99.21516129032258,3,1,0.1982357961575968,0
0,0,1,0,1,2,1,0,2,1,0,0,2,0,0,3,58,61.71,3566.65,61.49396551724138,1,0,0.19728353930510137,0
1,0,1,0,1,0,2,2,2,0,0,0,2,0,1,1,63,55.95,3539.17,56.177301587301585,2,0,0.19644786941551073,0
0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,66,58.9,3892.99,58.98469696969697,0,0,0.19641101645384465,0
0,0,1,0,1,1,2,2,2,1,0,2,2,0,0,2,61,27.32,1664.17,27.281475409836066,2,0,0.1962862832165958,0
1,0,0,0,1,2,1,1,0,0,0,2,1,0,0,1,68,107.11,7290.71,107.21632352941177,0,0,0.19613048624373086,0
1,0,1,1,1,0,0,0,2,2,0,2,0,0,1,3,53,117.68,6259.05,118.09528301886793,1,1,0.19550045287020124,0
0,0,1,0,1,0,1,1,2,0,1,1,0,0,0,3,69,23.78,1623.02,23.522028985507244,1,0,0.1950729239872388,0
1,0,1,0,1,2,0,0,0,1,2,0,0,0,1,2,69,106.8,7362.41,106.70159420289855,1,1,0.19400201438218326,0
1,1,1,0,1,1,1,0,0,0,1,0,2,0,0,2,72,96.32,6924.47,96.17319444444445,0,0,0.19341965524438995,0
0,0,1,1,0,0,1,0,0,0,2,2,2,0,0,1,63,93.81,5924.46,94.03904761904762,1,0,0.19221448776649938,0
0,0,0,0,0,0,1,1,2,1,0,2,0,0,1,2,72,36.13,2615.37,36.32458333333333,1,1,0.19195844309804122,0
1,0,1,0,1,2,0,2,0,2,0,1,0,0,0,2,66,21.06,1398.48,21.189090909090908,1,0,0.1916696776401646,0
0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,3,68,101.48,6904.05,101.53014705882353,1,0,0.1916636577703194,0
1,1,0,1,1,2,0,2,2,0,0,0,0,0,1,0,60,81.91,4910.96,81.84933333333333,2,0,0.1908582340778052,0
1,0,0,0,1,2,1,1,2,0,1,2,0,0,1,1,72,38.31,2766.34,38.42138888888889,1,0,0.1905792913770056,0
0,0,1,1,1,2,2,0,2,2,0,2,2,0,1,1,54,41.52,2234.88,41.38666666666667,1,1,0.19031397123230942,0
1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,71,45.85,3248.56,45.754366197183096,0,1,0.18972548101622994,0
0,0,1,1,1,2,2,0,0,2,0,2,0,0,0,0,52,53.34,2765.43,53.18134615384615,0,0,0.18964731897300466,0
1,0,0,1,1,0,1,0,2,0,0,1,2,0,1,1,63,24.06,1500.64,23.819682539682542,1,0,0.1893672018437695,0
1,0,0,1,1,0,0,2,1,2,0,1,0,0,1,0,66,96.06,6350.76,96.22363636363637,1,1,0.1892937067490169,0
0,0,1,1,1,0,1,1,2,0,0,2,0,0,1,2,60,104.67,6291.58,104.85966666666667,1,0,0.1892162981371122,0
0,0,1,0,1,0,1,0,0,0,0,2,2,0,0,1,69,61.33,4235.62,61.38579710144927,0,1,0.18892820300337757,0
1,0,1,0,1,0,0,0,2,2,0,0,1,0,0,3,62,37.69,2338.35,37.71532258064516,1,0,0.18892020212871513,0
1,0,1,1,1,0,1,1,0,2,1,0,0,0,0,2,65,99.52,6459.07,99.37030769230769,0,0,0.18861292677108324,0
1,1,1,0,1,0,0,0,2,0,2,2,2,0,0,2,68,116.25,7898.86,116.15970588235294,2,1,0.1879767614850269,0
0,1,1,1,1,2,1,1,0,0,2,0,0,0,1,1,71,85.38,6054.04,85.2681690140845,1,0,0.18770416241467583,0
0,1,0,1,1,2,1,0,2,1,0,0,1,0,1,0,59,107.83,6377.49,108.09305084745762,1,1,0.18715451820986276,0
0,0,0,0,1,2,1,2,0,2,0,2,0,0,0,2,71,96.18,6824.29,96.11676056338028,1,0,0.18704182994185345,0
0,0,0,0,1,0,1,0,2,2,0,0,2,0,1,1,70,102.38,7166.99,102.38557142857142,1,0,0.18539909961816028,0
0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,70,93.5,6537.79,93.397,0,0,0.18516778318025118,0
1,1,1,0,1,1,2,2,2,2,2,1,2,0,0,3,69,77.92,5376.88,77.92579710144928,3,0,0.18485848508838412,0
1,1,1,0,0,2,1,2,2,0,0,0,0,0,0,3,62,83.93,5190.03,83.71016129032257,2,1,0.18464581282785586,0
1,0,1,0,1,2,2,0,2,0,0,2,0,0,0,0,53,41.04,2179.1,41.11509433962264,1,1,0.18422037005968575,0
1,0,0,0,1,2,1,2,0,2,0,0,2,0,0,0,70,102.67,7179.69,102.567,1,1,0.18369533328641702,0
1,1,0,1,1,2,1,0,1,2,1,2,0,0,1,1,70,95.53,6674.29,95.347,0,0,0.18358907353874518,0
1,0,0,1,0,0,0,0,1,2,0,1,1,0,0,1,65,25.16,1623.91,24.983230769230772,0,0,0.1835525031086899,0
0,0,1,1,1,2,2,1,2,2,0,0,2,0,1,2,61,71.05,4344.75,71.22540983606558,1,0,0.18265916192665102,0
1,0,1,0,1,2,1,0,0,1,2,2,2,0,1,0,72,105.12,7560.84,105.01166666666667,1,0,0.18258583604237225,0
1,0,1,0,0,2,1,0,2,0,1,1,1,0,0,2,62,84.35,5248.82,84.65838709677419,1,0,0.18255975415814613,0
1,0,0,1,0,0,1,0,1,1,1,1,2,0,0,2,70,116.03,8130.77,116.15385714285715,0,1,0.18151500589574227,0
0,0,0,1,1,2,1,0,0,2,1,2,1,0,0,2,71,34.17,2422.24,34.116056338028166,0,0,0.18110047760144107,0
1,0,1,0,1,2,1,2,2,1,2,2,0,0,1,0,65,86.9,5652.69,86.96446153846153,3,0,0.18100910759810426,0
0,0,1,1,1,0,0,1,2,0,0,2,0,0,1,0,64,40.68,2611.46,40.8040625,1,0,0.17949716514641564,0
1,1,1,1,1,2,2,1,1,2,0,2,1,0,0,0,59,113.81,6710.42,113.73593220338984,0,0,0.17941450495766165,0
1,0,0,1,1,0,1,2,2,1,0,1,0,0,0,3,62,101.27,6292.72,101.49548387096775,2,0,0.17802434159794436,0
1,0,1,0,1,2,0,0,0,1,0,1,0,0,1,0,69,72.53,5006.61,72.5595652173913,0,0,0.17718014229367166,0
0,0,1,0,1,2,1,0,1,0,0,0,0,0,1,2,71,106.9,7579.58,106.75464788732394,0,0,0.17702363341504443,0
0,0,0,0,1,2,1,0,2,0,0,2,0,0,1,0,69,28.62,1982.63,28.73376811594203,1,0,0.17598152388351096,0
0,0,0,0,1,2,2,0,2,1,1,1,2,0,0,0,68,118.42,8046.08,118.32470588235294,1,0,0.17495272970892828,0
1,0,1,0,0,2,1,0,1,2,0,2,0,0,1,1,68,67.97,4619.04,67.9270588235294,0,0,0.17467495598710459,0
1,0,1,0,1,0,2,0,2,2,0,0,0,0,1,2,65,88.33,5737.24,88.26523076923077,1,0,0.1725234955490291,0
0,0,0,1,1,0,1,0,2,0,0,2,1,0,1,2,70,61.7,4325.78,61.79685714285714,1,0,0.17184113549871963,0
0,0,1,1,1,2,0,0,1,2,0,2,1,0,0,2,63,109.22,6879.37,109.19634920634921,0,0,0.17183741062225297,0
0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,1,70,56.54,3953.63,56.480428571428575,0,0,0.171754889408028,0
0,0,1,0,1,1,2,0,0,0,0,2,0,0,0,2,71,56.17,3985.11,56.12830985915493,0,0,0.17105852683389547,0
1,0,0,0,1,2,0,0,2,1,0,2,0,0,0,3,68,107.36,7293.93,107.26367647058824,1,0,0.16986830686065066,0
0,0,1,1,1,2,1,1,2,0,0,2,2,0,0,3,67,23.59,1576.33,23.527313432835818,1,0,0.16869928559862463,0
1,0,0,0,1,2,0,0,2,1,0,0,1,0,0,2,70,57.77,4043.28,57.76114285714286,1,0,0.16775231124538637,0
0,0,1,0,1,2,2,0,2,1,0,2,0,0,0,2,64,22.32,1434.42,22.4128125,1,0,0.16724607760080928,0
1,1,0,1,1,2,2,0,1,0,0,2,0,0,1,2,72,116.64,8402.46,116.70083333333332,0,0,0.166795117508288,0
0,0,1,0,1,2,0,0,2,0,2,0,2,0,0,0,70,78.44,5503.94,78.62771428571428,2,0,0.16622868078021472,0
0,0,1,0,1,2,0,0,2,1,0,1,1,0,1,2,72,88.78,6393.21,88.79458333333334,1,0,0.16522324728479154,0
1,0,1,1,1,2,1,0,1,0,0,1,0,0,1,0,67,50.37,3374.42,50.3644776119403,0,0,0.16002662195137796,0
1,0,1,1,1,1,2,0,2,2,2,2,1,0,1,1,68,38.93,2619.33,38.51955882352941,2,0,0.15723545562314137,0
0,0,1,0,0,0,1,2,2,2,0,0,0,0,0,0,71,20.73,1469.7,20.7,2,0,0.15611274700340694,0
1,0,0,1,0,1,0,0,2,1,1,1,0,0,0,1,69,113.21,7831.58,113.50115942028985,1,0,0.15482428495707634,0
1,0,1,1,1,2,0,2,2,2,0,0,0,0,0,0,62,39.29,2440.26,39.359032258064516,2,0,0.15344226387371765,0
0,0,1,1,1,2,0,0,2,0,0,0,0,0,0,1,72,25.95,1878.29,26.08736111111111,1,0,0.1341659260925353,0
1,1,0,0,1,2,0,1,1,0,2,2,0,1,0,3,1,41.38,26.03,26.03,1,0,0.12465451979426423,0
1,0,0,0,1,0,0,2,0,2,2,0,2,1,0,3,2,49.08,85.63,42.815,2,0,0.12268257525880603,0
0,0,0,0,1,2,1,1,0,0,0,2,0,1,1,3,3,28.1,84.29,28.096666666666668,0,0,0.11793294203267857,0
0,0,1,0,1,1,1,1,1,1,0,1,2,1,1,3,2,40.34,73.43,36.715,0,0,0.11506075306826107,0
1,0,0,0,1,0,0,0,1,2,0,0,1,1,1,2,1,75.12,71.83,71.83,0,0,0.10807259618751694,0
1,0,1,0,1,0,0,1,0,0,0,2,0,1,1,3,3,63.48,199.13,66.37666666666667,0,0,0.10740734401952813,0
1,0,0,0,1,2,0,2,0,1,0,2,2,1,1,0,3,57.55,184.46,61.48666666666667,1,0,0.10591383889205021,0
1,0,0,0,1,0,2,2,2,0,1,2,2,1,1,3,5,66.77,340.37,68.074,2,0,0.10539063567846654,0
1,1,1,0,1,1,0,2,0,0,0,0,0,1,1,3,3,89.13,263.23,87.74333333333334,1,0,0.10423843769398798,0
1,0,0,0,1,0,1,2,0,0,0,2,2,1,1,2,10,52.54,530.66,53.065999999999995,1,0,0.1035724651305576,0
1,1,0,0,1,0,2,1,0,1,1,2,0,1,1,2,14,49.23,695.48,49.67714285714286,0,0,0.10337298128878544,0
0,0,0,0,1,1,1,1,2,1,2,2,1,1,1,3,10,25.54,252.11,25.211000000000002,2,0,0.10296336826144405,0
0,0,0,0,1,0,1,0,2,2,1,0,0,1,0,3,1,28.92,29.81,29.81,1,0,0.10280751821361545,0
1,0,0,1,1,0,0,2,1,0,1,2,2,1,1,1,7,60.01,429.62,61.37428571428571,1,0,0.1016641304375074,0
1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,3,5,63.73,310.83,62.166,0,0,0.10028867731268581,0
0,0,0,0,1,2,2,1,0,0,0,1,1,1,0,2,7,23.35,147.36,21.051428571428573,0,0,0.10017818910255115,0
1,0,1,0,1,0,1,0,1,0,2,0,2,1,1,3,7,77.36,557.93,79.7042857142857,1,0,0.09901856772062091,0
0,0,1,0,1,2,1,0,2,0,2,0,2,1,1,2,1,48.78,49.52,49.52,2,0,0.09798349580211581,0
0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,72.36,72.66,72.66,0,0,0.09717744787465062,0
0,1,1,1,1,2,0,0,0,2,2,0,1,1,1,0,2,31.28,66.3,33.15,1,1,0.09688975661360455,0
1,0,0,0,1,0,2,2,2,2,1,0,2,1,0,0,2,34.06,76.26,38.13,2,0,0.0965342969138225,0
1,0,0,0,1,2,1,1,2,1,1,2,1,1,0,3,1,82.45,92.28,92.28,1,0,0.09651717717779289,0
0,0,1,0,1,0,0,1,1,1,0,2,2,1,0,1,6,57.65,350.16,58.36000000000001,0,0,0.09621248942864533,0
0,0,0,0,1,0,0,0,2,0,0,2,2,1,1,0,5,44.82,228.97,45.794,1,0,0.0960210504507071,0
0,0,0,0,1,0,0,2,2,0,1,0,1,1,1,0,8,85.06,691.2,86.4,2,1,0.09545974058949591,0
0,0,0,0,1,2,1,0,2,2,2,2,2,1,1,2,8,32.5,262.34,32.7925,2,0,0.0952490988836193,0
0,0,1,0,1,2,1,1,1,2,2,2,0,1,0,2,6,34.48,200.6,33.43333333333333,1,0,0.09523398210044873,0
0,0,0,0,1,0,0,0,2,1,1,1,0,1,1,1,5,92.33,439.12,87.824,1,0,0.09509804367782039,0
0,0,1,0,1,2,0,0,0,0,0,2,0,1,0,2,1,56.11,47.68,47.68,0,0,0.09470288948331256,0
0,0,1,1,1,0,1,2,0,1,2,1,0,1,1,3,6,64.88,389.42,64.90333333333334,2,0,0.094635724871151,0
0,0,0,0,1,2,1,1,0,0,0,0,0,1,1,1,9,78.78,715.23,79.47,0,0,0.09433660387254524,0
1,0,1,0,1,0,0,2,0,1,2,2,0,1,1,0,8,76.03,616.98,77.1225,2,0,0.0935635418819538,0
0,0,0,0,1,0,0,1,2,0,2,0,0,1,0,0,1,114.67,116.12,116.12,2,0,0.09342089442359422,0
1,0,0,0,1,2,2,0,0,2,1,0,2,1,0,3,10,41.93,429.37,42.937,0,0,0.09320912265866382,0
0,0,0,0,1,2,1,0,0,2,0,1,2,1,1,3,15,20.84,316.71,21.113999999999997,0,0,0.09311263200022893,0
1,0,0,0,1,2,1,0,2,0,0,2,1,1,1,2,4,20.91,91.46,22.865,1,0,0.09269749821207725,0
1,0,0,1,1,0,0,0,2,2,2,0,2,1,1,1,3,43.74,123.5,41.166666666666664,2,0,0.0923764099404338,0
0,0,0,0,1,2,0,1,2,0,2,0,2,1,0,0,5,73.95,386.97,77.394,2,0,0.09235188062379647,0
1,0,0,0,1,0,1,0,2,1,2,0,0,1,1,1,7,32.65,249.18,35.597142857142856,2,0,0.09100268369685485,0
0,0,0,0,1,0,0,0,1,0,0,2,2,1,0,3,10,106.08,1064.72,106.47200000000001,0,0,0.09095289707834846,0
0,1,0,0,1,2,1,2,2,0,1,2,0,1,1,3,15,63.57,965.19,64.346,2,0,0.08947652236136983,0
1,0,0,0,1,0,2,0,2,0,1,2,1,1,1,0,6,88.82,533.13,88.855,1,0,0.08669133296894922,0
1,1,1,1,1,2,0,2,2,2,2,1,1,1,1,2,7,18.14,135.61,19.372857142857146,3,0,0.08512002751092665,0
1,0,0,0,1,0,0,1,0,2,0,1,1,1,1,3,22,71.08,1575.56,71.61636363636363,0,0,0.0848563249740085,0
0,0,1,0,1,2,0,2,1,0,1,1,1,1,0,0,14,20.75,295.83,21.130714285714284,1,0,0.08444504342158478,0
0,0,0,0,1,2,1,2,0,0,1,2,2,1,0,2,24,21.88,531.11,22.129583333333333,1,0,0.08267475097127902,0
0,0,0,0,0,0,2,2,2,2,0,0,2,1,1,1,13,50.6,653.09,50.23769230769231,2,0,0.08248043614343342,0
0,0,1,0,1,0,1,2,0,2,2,0,0,1,1,1,14,117.5,1648.94,117.78142857142858,2,0,0.08215961352302034,0
1,0,0,0,1,1,2,1,0,2,0,1,2,1,0,2,16,63.95,1021.22,63.82625,0,1,0.08125826812626148,0
0,0,0,1,1,0,2,0,2,0,0,1,0,1,0,2,1,37.68,34.22,34.22,1,0,0.08107123110120269,0
0,0,1,0,1,1,2,0,2,2,2,0,1,1,1,3,12,35.29,424.8,35.4,2,0,0.08087764810318926,0
0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,2,6,48.86,288.54,48.09,0,0,0.08070495381372585,0
1,0,1,0,1,0,0,2,0,0,2,2,0,1,1,0,19,52.2,1002.48,52.7621052631579,2,0,0.08048224881221754,0
0,0,1,0,1,0,0,0,1,0,2,2,1,1,1,2,18,118.29,2126.49,118.13833333333332,1,0,0.0794423190376401,0
1,0,0,1,1,0,1,0,0,0,0,2,0,1,1,1,12,40.66,506.07,42.1725,0,0,0.07889687682580128,0
0,0,1,0,1,0,1,0,2,2,2,0,2,1,1,2,12,97.88,1191.5,99.29166666666667,2,0,0.07858561083359039,0
0,0,1,0,1,0,0,0,1,1,0,2,2,1,1,3,22,52.41,1150.91,52.314090909090915,0,0,0.07811302374928392,0
0,0,0,0,1,0,1,2,0,2,1,1,2,1,1,0,30,32.82,981.61,32.720333333333336,1,0,0.07807690468161237,0
0,0,1,1,1,0,1,0,0,0,2,2,2,1,1,1,12,116.63,1394.34,116.195,1,0,0.07727979458318512,0
1,0,0,0,1,0,0,0,2,0,2,2,2,1,0,1,13,96.04,1228.54,94.50307692307692,2,0,0.07721418659831532,0
0,0,0,1,1,1,2,1,0,0,2,0,0,1,0,3,19,31.88,609.03,32.054210526315785,1,0,0.07720199296707342,0
0,0,0,0,1,2,2,1,0,2,1,0,0,1,0,0,16,97.58,1568.36,98.0225,0,0,0.07650649196301912,0
0,0,1,0,1,2,2,0,0,1,0,1,0,1,0,0,6,53.33,320.45,53.40833333333333,0,0,0.07646357422577305,0
0,0,1,1,1,0,1,0,0,1,2,1,1,1,1,1,12,96.12,1152.76,96.06333333333333,1,0,0.07627463618739688,0
1,0,1,0,1,2,1,1,0,0,2,0,2,1,1,1,20,109.79,2179.37,108.96849999999999,1,0,0.0760615518452321,0
0,0,1,0,1,2,0,2,0,2,0,0,1,1,1,1,16,99.35,1604.19,100.261875,1,1,0.07595926043841096,0
1,0,1,1,1,2,0,1,0,0,0,0,1,1,1,3,15,65.08,960.03,64.002,0,0,0.07582474263362866,0
1,0,1,0,1,0,0,2,1,0,1,2,2,1,0,1,21,73.58,1549.59,73.78999999999999,1,0,0.07550355526619129,0
1,1,0,0,1,2,0,2,1,0,2,0,2,1,1,3,30,118.01,3541.82,118.06066666666668,2,0,0.07549098907500106,0
0,0,1,0,0,0,1,0,1,0,1,2,1,1,1,0,22,37.27,809.53,36.79681818181818,0,1,0.07546452763122104,0
1,0,1,0,1,0,2,2,1,2,0,0,2,1,1,1,19,42.42,813.45,42.81315789473685,1,0,0.07532680752422331,0
0,0,0,0,1,2,1,0,1,0,2,1,0,1,1,2,23,80.25,1848.52,80.3704347826087,1,0,0.07469066908566392,0
1,0,1,0,0,0,1,0,2,0,0,1,2,1,1,3,10,112.0,1131.71,113.171,1,0,0.07467647231898515,0
0,1,0,0,1,2,1,2,2,0,2,0,0,1,0,1,18,44.22,817.18,45.398888888888884,3,0,0.07463687057261667,0
1,0,0,0,1,0,1,1,0,2,1,2,1,1,0,2,28,50.81,1411.99,50.42821428571428,0,0,0.0744654600112286,0
1,1,0,0,1,2,1,2,0,0,2,1,0,1,1,0,28,39.85,1100.45,39.301785714285714,2,0,0.07370436622919864,0
0,0,1,0,1,0,2,0,0,0,2,0,2,1,1,0,25,23.23,561.99,22.4796,1,0,0.07364779944796034,0
1,1,0,0,1,0,1,0,0,0,1,1,2,1,0,3,31,62.41,1939.14,62.55290322580645,0,0,0.07290411031840575,0
1,0,0,0,1,2,1,1,1,0,0,2,1,1,0,2,21,64.16,1354.29,64.49,0,0,0.07252553823472005,0
1,0,1,0,1,0,1,0,2,0,2,1,1,1,1,3,15,110.91,1677.85,111.85666666666665,2,0,0.07249912669304551,0
0,1,1,1,1,2,0,0,2,1,2,0,2,1,0,3,9,88.89,798.94,88.77111111111111,2,0,0.07234155782710983,0
1,1,1,0,1,0,1,2,1,0,0,2,1,1,1,0,19,113.4,2174.15,114.42894736842106,1,0,0.07221630984070528,0
0,0,0,0,1,2,0,2,0,2,0,2,0,1,0,3,26,24.64,634.15,24.390384615384615,1,0,0.07184632654730849,0
0,0,0,0,1,2,0,2,0,2,0,0,1,1,0,2,22,87.03,1918.85,87.22045454545454,1,0,0.07176003440969597,0
0,0,0,1,1,1,1,2,2,2,2,0,0,1,1,1,11,109.54,1210.22,110.02,3,0,0.07175044908751635,0
0,0,0,1,1,0,1,2,0,0,1,2,0,1,1,0,23,80.54,1840.87,80.03782608695651,1,0,0.07162273335592283,0
1,0,1,0,1,2,0,2,0,1,2,0,0,1,0,3,19,99.46,1893.74,99.67052631578947,2,0,0.07133493810129747,0
1,0,0,1,1,0,0,0,2,0,2,2,0,1,0,1,9,72.84,667.03,74.11444444444444,2,0,0.070816599843954,0
0,0,0,1,1,2,1,0,2,0,2,2,2,1,0,2,9,103.13,937.17,104.13,2,0,0.07076515398611191,0
0,0,0,0,1,1,0,2,0,0,0,2,0,1,0,2,23,108.0,2485.78,108.07739130434784,1,0,0.07027468478099261,0
0,0,0,0,1,2,2,1,0,1,0,0,2,1,0,1,25,43.35,1093.46,43.7384,0,0,0.07012848924021273,0
0,0,0,1,1,0,2,2,2,0,2,1,0,1,1,1,13,113.98,1507.41,115.9546153846154,3,0,0.07011064322502586,0
0,0,0,1,1,0,1,0,0,0,0,0,2,1,0,0,13,115.6,1509.5,116.11538461538461,0,0,0.06905256375828255,0
1,0,0,0,1,2,2,0,0,1,2,0,0,1,1,3,28,48.36,1372.22,49.00785714285714,1,0,0.06898257443836847,0
0,0,1,0,1,2,2,0,2,0,2,0,0,1,1,1,17,23.2,397.83,23.401764705882353,2,0,0.06873095862856078,0
0,0,1,0,1,0,1,2,0,0,0,1,2,1,1,0,27,62.34,1684.25,62.379629629629626,1,0,0.0686708029927701,0
0,0,0,0,1,0,0,2,0,0,0,2,1,1,0,0,26,85.63,2223.35,85.51346153846154,1,0,0.06844928097694192,0
0,0,1,1,1,2,1,0,0,0,1,0,2,1,1,2,24,31.92,760.35,31.681250000000002,0,0,0.06829476599715906,0
1,0,1,0,1,1,1,0,0,2,2,0,0,1,0,0,13,107.04,1397.11,107.47,1,0,0.06815299400823895,0
